Czy jesteœ studentk¹/studentem.;Czy jesteœ studentk¹/studentem. wartoœæ;Na jakiej uczelni studiujesz?;Na jakiej uczelni studiujesz? wartoœæ;Jaki kierunek studiujesz?;Jaki kierunek studiujesz? wartoœæ;Ile masz lat?;Ile masz lat? wartoœæ;Rodzaj studiów;Rodzaj studiów wartoœæ;Na którym roku studiów jesteœ?;Na którym roku studiów jesteœ? wartoœæ;P³eæ;P³eæ wartoœæ;Czy pracujesz?;Czy pracujesz? wartoœæ;Miejsce zamieszkania:;Miejsce zamieszkania: wartoœæ;Czy jesteœ singlem/singielk¹?;Czy jesteœ singlem/singielk¹? wartoœæ;...21;Czy uwa¿asz ¿e masz tendencje do przepracowywania siê?;Jak czêsto odk³adasz zadania na póŸniej?;Jak bardzo czujesz siê przyt³oczony nadmiarem obowi¹zków? ;Czy uwa¿asz, ¿e iloœæ nauki jest powi¹zana z wynikami?;Jak czêsto uwa¿asz, ¿e kwestionujesz swoje decyzje?;;Czy uwa¿asz ¿e praca w grupie sprawia ci trudnoœæ?;U jakiej czêœci twoich znajomych zauwa¿asz oznaki wypalenia? ;Czy czujesz ¿e masz wsparcie w swoich znajomych ze studiów?;Czy uwa¿asz ¿e masz wsparcie u rodziny i/lub swoich znajomych spoza studiów?;Czy uwa¿asz ¿e masz dobre relacje z prowadz¹cymi? ;...27;Jak czêsto czujesz siê zmêczony/a fizycznie?  ;Jak czêsto czujesz siê emocjonalnie wyczerpany? ;Czy odczuwasz przewlek³y stres? ;Jak czêsto jesteœ aktywny fizycznie?;Jak oceniasz jakoœæ swojego snu?;...33;Czy rozwijasz swoje pasje poza-naukowo? ;Jak du¿o czasu poœwiêcasz na naukê tygodniowo?;...42;Jak oceniasz trudnoœæ twojego kierunku?;data
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;19;19;Studia in¿ynierskie;Studia in¿ynierskie;1;1;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;2;2;5;3;5;;5;5;3;5;3;;4;5;3;5;3;;3;3;;3;27.02.2025 18:38
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;24;24;Studia magisterskie;Studia magisterskie;2;2;Mê¿czyzna;Mê¿czyzna;Nie;Nie;inne;inne;Tak;Tak;;3;4;4;1;1;;3;5;4;3;3;;5;2;3;2;1;;0;3;;1;27.02.2025 21:57
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;19;19;Studia in¿ynierskie;Studia in¿ynierskie;1;1;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;4;5;5;;4;;1;2;4;3;4;;4;4;5;2;3;;5;4;;4;28.02.2025 02:09
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;21;21;Studia in¿ynierskie;Studia in¿ynierskie;1;1;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;4;4;4;3;4;;1;1;4;4;4;;2;4;4;3;2;;2;3;;4;28.02.2025 12:23
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki przyrodnicze;Kierunki przyrodnicze;22;22;Studia in¿ynierskie;Studia in¿ynierskie;3;3;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;3;3;4;1;4;;1;4;3;2;2;;4;4;4;3;2;;1;4;;5;28.02.2025 19:38
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;25;25;Studia magisterskie;Studia magisterskie;2;2;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;2;4;2;0;5;;1;2;5;5;4;;3;4;1;1;2;;0;0;;2;01.03.2025 15:09
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki Techniczne inne;Kierunki Techniczne inne;21;21;Studia in¿ynierskie;Studia in¿ynierskie;2;2;Mê¿czyzna;Mê¿czyzna;Mniej ni¿ 20h tygodniowo;Mniej ni¿ 20h tygodniowo;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;5;4;4;5;4;;4;3;3;4;4;;3;4;3;3;2;;1;4;;4;10.03.2025 22:43
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;25;25;Studia magisterskie;Studia magisterskie;1;1;Mê¿czyzna;Mê¿czyzna;Pe³en etat;Pe³en etat;inne;inne;Nie;Nie;;4;1;2;2;1;;1;2;4;2;4;;1;1;1;2;0;;3;3;;3;15.03.2025 13:12
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;25;25;Studia magisterskie;Studia magisterskie;1;1;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;3;2;3;4;3;;4;4;2;5;4;;3;5;3;1;4;;2;3;;4;21.04.2025 11:56
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki Techniczne inne;Kierunki Techniczne inne;24;24;Studia in¿ynierskie;Studia in¿ynierskie;4;4;Kobieta;Kobieta;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;2;3;3;1;3;;1;2;4;3;2;;3;3;4;1;2;;3;2;;3;21.04.2025 12:00
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki prawnicze;Kierunki prawnicze;23;23;Studia magisterskie;Studia magisterskie;3;3;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;5;3;3;3;2;;1;1;1;4;4;;4;4;2;5;5;;5;3;;4;21.04.2025 12:29
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;24;24;Studia magisterskie;Studia magisterskie;4;4;Mê¿czyzna;Mê¿czyzna;Pe³en etat;Pe³en etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Tak;Tak;;3;5;2;3;5;;4;4;3;1;3;;2;5;5;4;2;;1;1;;1;21.04.2025 12:44
Tak;Tak;Medycznej (np. Gumed);Medycznej (np. Gumed);Kierunki medyczne;Kierunki medyczne;24;24;Studia magisterskie;Studia magisterskie;5 lub wiêcej;5 lub wiêcej;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;To skomplikowane;To skomplikowane;;1;4;3;2;3;;1;4;1;2;3;;3;3;2;2;3;;2;2;;2;21.04.2025 12:44
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki spo³eczne;Kierunki spo³eczne;24;24;Studia magisterskie;Studia magisterskie;5 lub wiêcej;5 lub wiêcej;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;1;5;4;2;1;;5;1;0;1;1;;4;4;3;2;1;;4;0;;4;21.04.2025 12:45
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Inne;Inne;24;24;Studia podyplomowe;Studia podyplomowe;5 lub wiêcej;5 lub wiêcej;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;1;4;5;2;5;;1;2;0;1;2;;4;4;5;3;3;;1;0;;0;21.04.2025 13:08
Tak;Tak;Innej;Innej;Kierunki prawnicze;Kierunki prawnicze;21;21;Studia licencjackie;Studia licencjackie;3;3;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;2;0;3;2;0;;0;4;1;3;3;;5;0;5;3;1;;3;2;;0;21.04.2025 13:52
Nie;Nie;;;;;24;24;;;;;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;1;3;2;3;2;;2;2;2;1;2;;2;3;1;2;3;;1;1;;4;21.04.2025 14:15
Nie;Nie;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki Techniczne inne;Kierunki Techniczne inne;26;26;Studia in¿ynierskie;Studia in¿ynierskie;4;4;Mê¿czyzna;Mê¿czyzna;Pe³en etat;Pe³en etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;4;4;;3;3;;2;2;3;3;3;;4;3;3;2;2;;3;2;;3;22.04.2025 08:13
Tak;Tak;Ekonomiczne ;Ekonomiczne ;Ekonomiczny;Ekonomiczny;22;22;Studia magisterskie;Studia magisterskie;1;1;Mê¿czyzna;Mê¿czyzna;Niepe³ny etat;Niepe³ny etat;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;2;2;4;2;1;;4;5;3;2;1;;2;4;4;3;2;;3;2;;3;23.04.2025 08:24
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Ekonomiczny;Ekonomiczny;22;22;Studia magisterskie;Studia magisterskie;1;1;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;5;4;5;2;4;;4;4;0;2;2;;4;4;5;4;4;;1;4;;2;27.04.2025 07:55
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;22;22;Studia magisterskie;Studia magisterskie;1;1;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;3;2;4;4;3;;1;1;5;5;3;;3;3;1;2;4;;0;1;;4;27.04.2025 08:01
Tak;Tak;Ekonomiczne ;Ekonomiczne ;Kierunki ekonomiczne;Kierunki ekonomiczne;23;23;Studia magisterskie;Studia magisterskie;1;1;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;2;2;4;2;4;;0;1;2;3;1;;5;5;5;3;3;;2;2;;4;27.04.2025 08:12
Tak;Tak;Innej;Innej;Kierunki prawnicze;Kierunki prawnicze;22;22;Studia magisterskie;Studia magisterskie;3;3;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;0;2;2;0;0;;1;2;4;5;5;;2;2;1;5;5;;5;2;;3;27.04.2025 08:26
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Ekonomiczny;Ekonomiczny;22;22;Studia magisterskie;Studia magisterskie;1;1;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Mieszkam z rodzicami;Mieszkam z rodzicami;Nie;Nie;;5;5;4;5;5;;2;3;5;4;3;;3;5;4;3;2;;0;0;;3;27.04.2025 09:07
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;24;24;Studia magisterskie;Studia magisterskie;1;1;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;4;4;5;4;4;;1;4;4;5;3;;4;4;5;2;1;;0;0;;3;27.04.2025 09:10
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;24;24;Studia magisterskie;Studia magisterskie;1;1;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;1;4;4;2;2;;0;2;2;2;2;;4;4;4;2;2;;2;2;;3;27.04.2025 09:18
Tak;Tak;Innej;Innej;Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;23;23;Studia in¿ynierskie;Studia in¿ynierskie;3;3;Mê¿czyzna;Mê¿czyzna;Pe³en etat;Pe³en etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;1;3;3;1;2;;1;2;1;3;1;;3;3;2;2;4;;1;1;;4;28.04.2025 08:14
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;20;20;Studia licencjackie;Studia licencjackie;1;1;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;0;5;3;2;3;;0;2;2;5;4;;2;3;2;3;3;;4;2;;3;29.04.2025 17:51
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;24;24;Studia magisterskie;Studia magisterskie;4;4;Kobieta;Kobieta;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;2;4;4;1;3;;0;3;2;2;1;;4;4;4;1;1;;1;2;;2;29.04.2025 19:48
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;23;23;Studia magisterskie;Studia magisterskie;1;1;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;4;3;5;5;4;;1;0;2;3;5;;3;4;4;1;3;;4;2;;1;29.04.2025 19:49
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;23;23;Studia magisterskie;Studia magisterskie;4;4;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Tak;Tak;;4;3;4;2;4;;1;3;2;5;2;;4;4;2;5;4;;5;3;;3;29.04.2025 19:55
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;22;22;Studia magisterskie;Studia magisterskie;4;4;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Nie;Nie;;2;3;3;3;1;;0;4;2;3;2;;3;2;3;4;3;;3;3;;4;29.04.2025 19:56
Tak;Tak;Ekonomiczne ;Ekonomiczne ;Kierunki ekonomiczne;Kierunki ekonomiczne;23;23;Studia magisterskie;Studia magisterskie;5 lub wiêcej;5 lub wiêcej;Mê¿czyzna;Mê¿czyzna;Niepe³ny etat;Niepe³ny etat;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;2;4;4;4;1;;0;0;5;5;3;;5;3;4;3;0;;3;1;;3;29.04.2025 19:57
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki humanistyczne;Kierunki humanistyczne;24;24;Studia magisterskie;Studia magisterskie;5 lub wiêcej;5 lub wiêcej;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;1;2;3;3;3;;1;3;3;4;3;;3;2;3;2;2;;2;3;;3;29.04.2025 19:58
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Ekonomiczny;Ekonomiczny;22;22;Studia magisterskie;Studia magisterskie;4;4;Kobieta;Kobieta;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Nie;Nie;;4;2;3;5;2;;2;3;2;3;4;;3;2;2;2;3;;4;3;;3;29.04.2025 19:59
Nie;Nie;;;;;24;24;Studia licencjackie;Studia licencjackie;;;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;4;1;2;2;1;;2;1;2;5;2;;3;3;2;4;4;;4;2;;3;29.04.2025 20:00
Tak;Tak;Ekonomiczne ;Ekonomiczne ;Ekonomiczny;Ekonomiczny;24;24;Studia magisterskie;Studia magisterskie;1;1;Mê¿czyzna;Mê¿czyzna;Niepe³ny etat;Niepe³ny etat;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;5;4;3;2;3;;1;2;4;5;4;;4;4;2;3;2;;4;2;;3;29.04.2025 20:02
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Ekonomiczny;Ekonomiczny;23;23;Studia magisterskie;Studia magisterskie;4;4;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;5;0;5;2;3;;0;2;4;5;3;;4;4;4;2;2;;3;3;;2;29.04.2025 20:38
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki ekonomiczne;Kierunki ekonomiczne;21;21;Studia magisterskie;Studia magisterskie;4;4;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;4;3;5;4;2;;1;4;4;5;1;;4;4;4;3;2;;2;3;;4;29.04.2025 21:02
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki prawnicze;Kierunki prawnicze;24;24;Studia magisterskie;Studia magisterskie;5 lub wiêcej;5 lub wiêcej;Mê¿czyzna;Mê¿czyzna;Pe³en etat;Pe³en etat;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;5;4;3;2;3;;1;4;5;5;3;;4;4;4;1;1;;3;2;;4;29.04.2025 21:19
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki prawnicze;Kierunki prawnicze;24;24;Studia magisterskie;Studia magisterskie;5 lub wiêcej;5 lub wiêcej;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;2;4;5;2;0;;0;4;3;1;2;;3;3;1;2;4;;2;2;;4;29.04.2025 21:51
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki prawnicze;Kierunki prawnicze;23;23;Studia magisterskie;Studia magisterskie;5 lub wiêcej;5 lub wiêcej;Mê¿czyzna;Mê¿czyzna;Pe³en etat;Pe³en etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;1;4;2;2;4;;0;1;1;3;2;;4;3;3;1;2;;2;1;;2;29.04.2025 21:54
Nie;Nie;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki humanistyczne;Kierunki humanistyczne;33;33;Inne;Inne;1;1;Mê¿czyzna;Mê¿czyzna;Pe³en etat;Pe³en etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Tak;Tak;;4;2;2;4;3;;1;3;4;4;4;;3;3;3;3;3;;3;3;;3;29.04.2025 21:55
Tak;Tak;Medycznej (np. Gumed);Medycznej (np. Gumed);Kierunki medyczne;Kierunki medyczne;21;21;Studia licencjackie;Studia licencjackie;3;3;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;4;3;4;3;3;;1;4;2;3;3;;4;4;5;4;3;;3;4;;5;29.04.2025 23:00
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki przyrodnicze;Kierunki przyrodnicze;20;20;Studia in¿ynierskie;Studia in¿ynierskie;1;1;Kobieta;Kobieta;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;3;2;5;1;2;;1;3;4;4;3;;4;4;3;2;3;;1;5;;5;29.04.2025 23:04
Tak;Tak;Medycznej (np. Gumed);Medycznej (np. Gumed);Kierunki medyczne;Kierunki medyczne;21;21;Studia licencjackie;Studia licencjackie;3;3;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;5;4;5;2;3;;0;3;1;3;3;;4;5;3;2;3;;1;1;;2;30.04.2025 07:28
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Ekonomiczny;Ekonomiczny;22;22;Studia magisterskie;Studia magisterskie;1;1;Kobieta;Kobieta;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;3;2;5;1;5;;3;3;1;1;0;;5;5;5;3;0;;3;3;;5;30.04.2025 11:58
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;22;22;Studia magisterskie;Studia magisterskie;1;1;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;2;5;3;4;4;;0;2;5;4;2;;4;4;4;4;1;;1;3;;2;30.04.2025 18:30
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;22;22;Studia magisterskie;Studia magisterskie;1;1;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;2;1;3;4;4;;2;4;4;4;5;;1;3;1;2;4;;3;3;;3;04.05.2025 12:01
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;23;23;Studia magisterskie;Studia magisterskie;1;1;Kobieta;Kobieta;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;2;5;4;4;5;;1;3;3;3;5;;2;5;4;0;2;;0;3;;3;04.05.2025 16:41
Nie;Nie;Innej;Innej;Inne;Inne;23;23;Inne;Inne;2;2;Mê¿czyzna;Mê¿czyzna;Pe³en etat;Pe³en etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;3;3;2;2;2;;0;0;1;2;1;;3;3;4;1;3;;1;4;;3;09.05.2025 16:26
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki przyrodnicze;Kierunki przyrodnicze;20;20;Studia in¿ynierskie;Studia in¿ynierskie;2;2;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Nie;Nie;;0;4;4;1;5;;0;5;1;0;0;;5;5;0;5;5;;4;2;;4;09.05.2025 16:32
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki prawnicze;Kierunki prawnicze;22;22;Studia magisterskie;Studia magisterskie;4;4;Kobieta;Kobieta;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Nie;Nie;;2;4;4;2;4;;1;1;1;3;1;;3;3;4;5;4;;3;3;;5;09.05.2025 16:34
Tak;Tak;Medycznej (np. Gumed);Medycznej (np. Gumed);Kierunki medyczne;Kierunki medyczne;30;30;Studia magisterskie;Studia magisterskie;5 lub wiêcej;5 lub wiêcej;Mê¿czyzna;Mê¿czyzna;Niepe³ny etat;Niepe³ny etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;2;2;1;2;3;;0;3;4;4;4;;2;1;1;4;3;;5;2;;3;09.05.2025 16:35
Tak;Tak;Innej;Innej;Kierunki prawnicze;Kierunki prawnicze;22;22;Studia magisterskie;Studia magisterskie;3;3;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;3;4;3;2;0;;1;2;5;5;5;;3;2;2;5;5;;5;2;;4;09.05.2025 16:36
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;21;21;Studia magisterskie;Studia magisterskie;1;1;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;3;4;5;4;3;;1;2;3;2;1;;1;3;2;5;4;;5;1;;2;09.05.2025 16:44
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki Techniczne inne;Kierunki Techniczne inne;21;21;Studia in¿ynierskie;Studia in¿ynierskie;3;3;Kobieta;Kobieta;Mniej ni¿ 20h tygodniowo;Mniej ni¿ 20h tygodniowo;Mieszkam z rodzicami;Mieszkam z rodzicami;Nie;Nie;;4;1;3;4;1;;1;3;5;5;4;;3;2;3;3;2;;4;3;;3;09.05.2025 16:48
Tak;Tak;Innej;Innej;Inne;Inne;22;22;Studia licencjackie;Studia licencjackie;3;3;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;1;5;4;4;4;;0;4;5;5;3;;3;3;3;2;5;;4;3;;1;09.05.2025 16:51
Tak;Tak;;;Inne;Inne;23;23;Studia licencjackie;Studia licencjackie;3;3;Mê¿czyzna;Mê¿czyzna;Niepe³ny etat;Niepe³ny etat;Mieszkam z rodzicami;Mieszkam z rodzicami;To skomplikowane;To skomplikowane;;4;2;0;3;2;;0;2;1;1;3;;3;3;0;3;0;;4;0;;3;09.05.2025 17:02
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Inne;Inne;20;20;Studia licencjackie;Studia licencjackie;1;1;Kobieta;Kobieta;Mniej ni¿ 20h tygodniowo;Mniej ni¿ 20h tygodniowo;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;3;5;5;2;4;;3;4;2;2;2;;4;5;5;3;2;;1;2;;4;09.05.2025 17:02
Tak;Tak;Medycznej (np. Gumed);Medycznej (np. Gumed);Kierunki medyczne;Kierunki medyczne;22;22;Studia magisterskie;Studia magisterskie;3;3;Kobieta;Kobieta;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;4;4;4;1;2;;0;2;3;4;2;;5;5;5;2;2;;1;4;;5;09.05.2025 17:05
Nie;Nie;;;;;;;;;;;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Tak;Tak;;3;3;3;5;3;;0;2;0;3;0;;3;2;4;3;3;;3;0;;0;09.05.2025 17:21
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki prawnicze;Kierunki prawnicze;25;25;Studia licencjackie;Studia licencjackie;2;2;Mê¿czyzna;Mê¿czyzna;Pe³en etat;Pe³en etat;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;3;2;1;1;3;;1;2;0;2;0;;2;2;1;2;1;;2;1;;3;09.05.2025 17:22
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Inne;Inne;25;25;Studia in¿ynierskie;Studia in¿ynierskie;4;4;Mê¿czyzna;Mê¿czyzna;Mniej ni¿ 20h tygodniowo;Mniej ni¿ 20h tygodniowo;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;2;5;4;1;3;;0;2;3;3;2;;1;2;0;4;4;;2;3;;2;09.05.2025 17:29
